web-scraper-order,web-scraper-start-url,Overall rating,Cuisine,Food rating,Service rating,Value rating,Atmosphere rating,Price range,Review titles,Review text,Awards,Five stars,Four stars,Three stars,Two stars,One star,Number of reviews,Restaurant
1587880402-39367,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d479020-Reviews-Eleven_Madison_Park-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"This is definitely the best meal I have had in New York City so far. I loved every dish on the tasting menu - from the poached lobster, to the soy with truffles, and the pear sorbet. Not only were the ingredients fresh, the cooking was done to perfection. 
Worthy of mention is the stewed veal which came with some roasted potatoes and bacon - its presentation was like flower with layers of petals and tasted delicious (too bad that I didn’t take any picture).

They also have an extensive wine list with a decent selection of wines and cocktails - something not to be missed.

Service was good. Attentive staff but not intrusive. Despite being a fine dining restaurant, we didn’t feel suffocatingly stiff - in fact we quite enjoyed our chilled long lunch there (some 2.5 hours). Would definitely go back when we next visit NYC.",Certificate of Excellence2016 - 2019 Winner,"1,550",272,192,77,60,"2,596 reviews",Eleven Madison Park
1587880402-39371,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d479020-Reviews-Eleven_Madison_Park-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"Our recent dinner has become an annual tradition celebrating a birthday and wedding anniversary. The eight-course tasting wine-pairing is an extravagant splurge and festive occasion. The young, energetic staff work efficiently to provide service that is satisfying and memorable. My only complaint, and it sounds...More",Certificate of Excellence2016 - 2019 Winner,"1,550",272,192,77,60,"2,596 reviews",Eleven Madison Park
1587880402-39366,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d479020-Reviews-Eleven_Madison_Park-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"Every aspect of our experience lived up to expectations. Room is spacious and comfortable, the service and servers (of which there are many) was friendly and efficient and the pace was great. Even though we were there for almost 4 hours, we never felt neglected or wondered when the next dish was coming. It was just a nice, relaxed pace. The food was also delicious. Every course was beautiful on the plate and also tasted great. We had requested to visit the kitchen and that was fun as well. Overall a great afternoon. Wonderful choice for a special occasion.",Certificate of Excellence2016 - 2019 Winner,"1,550",272,192,77,60,"2,596 reviews",Eleven Madison Park
1587880402-39359,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d479020-Reviews-Eleven_Madison_Park-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,An expensive three stars.,,Certificate of Excellence2016 - 2019 Winner,"1,550",272,192,77,60,"2,596 reviews",Eleven Madison Park
1587880426-39374,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,2 star?,,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39391,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"A subliminal experience from beginning to end. Incomparable culinary creations, impeccable service, classy ambience...and very high prices to match all this. We were seated in the lounge while waiting for our table, in very nice high chairs, and offered house made aquavit. The dinner that followed was nothing short of spectacular. Every dish was a culinary adventure, and the service was impeccable.
We had the seasonal menu, added a cheese selection, Bird's Nest dessert. And the horseradish aquavit, wine, glögg, and coffee as for beverages.
It was not cheap at $446 total, but worth it still.
I and my wife are actually Swedish but now live in America. I can guarantee that almost nobody in Sweden eats this extravagantly, but there are Swedish elements in this restaurant's cuisine.","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39387,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"We had an amazing experience at Aquavit. We took the eight course dinner. Each plate was exquisite and full of flavors. It is on the pricier side, but worth it for a special occasion!","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39383,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"Best two Michelin Star restaurant I have ever visited. We were started with a heavenly cured salmon ribbon over a camomile gelée. The main dishes were the cod and the beef, both very creative, delicious and beautiful. The chocolate and créeme brûlée desserts were works of art. We are returning next week","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39388,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"Quiet, elegant environment with entertaining menu choices for three, five, or eight course, prix fixe dinners. Trout and herring starters excellent and wonderfully presented. Duck and pork entrees also superbly cooked and presented. Fine selection of wines by the glass and aquavits. Service subtle, unobtrusively attentive and responsive to exotic dietary demands. For those who want to spend $150 pp and up, this is a joy.","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39373,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,Excellent in every respect.,,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39382,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"I was excited dining at Aquavit with such high expectations. That was bad on my part as I ended up being disappointed. It all started with an amazing array of size bite goodies that were all so good. Then came down to the bigger dishes and it wasn’t up to par. In the end, the wagyu beef with the black truffle supplement made up for it. It was one of the best wagyu I’ve ever had despite of not being from Japan, but rather from Colorado, USA. Wagyu wasn’t as marbled, but was perfect and wasn’t too rich. It was perfectly prepared to perfection. A gentleman by the name of Nieko waited on me and he was very attentive. He’s very passionate about his job and he takes pride in it. Service was excellent! Overall, it was pleasant, but wished some of the dishes were better.","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39376,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,Great Jule bord (Smorgasbord) but could have been a bit more creative,,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39377,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,Exquisite Experience,,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39384,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"Visited a lot of 2 Michelin stars restaurants in NYC and MANY starred restaurants around the world, my high expectation for Aquavit led to disappointment. 
+ Ambience / deco
+ Nice food presentation
+ Rye bread
⁃ 3-course lunch ($75) with additional $25 for wagyu steak as main course. Scallop starter was well presented and tasteful, then the texture of my wagyu main course was not the wagyu texture/taste expected, not easy to cut and the sauce was overpoweringly salty. The petite four chestnut (my favorite) cookie, sadly tasted like ordinary cookie.
⁃ service was average, being the only solo diner not in business attire wasn't getting enough attention. As I recall, even, no sugar was offered when serving me coffee! O_O","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39378,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,"Quiet, elegant environment for a great meal.",,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39379,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,Good experince!,,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39372,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,Pleasant!,,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39390,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"Awesome Scandinavian food. Fixed price menus are wonderful but VERY expensive. I recommend reserving in the “bar” and ordering ala carte. Herring, duck, meatballs all terrific. Service is excellent.","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39380,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,"Amazing, but expensive",,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39375,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,Merry Christmas!,,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39389,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"We had a good experience at Aquavit. We enjoyed the scandinavian twist of the menu. Food was tasty, but salty for our standards. Resonable wine list.","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39381,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,Subliminal Experience,,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39385,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"Every year during Christmas, Restaurant Aquavit is serving a spectacular Christmas smorgasbord. I was one of the lucky visitors just before Christmas, however, I did not have to help myself to the delicacies, since one sample after another was brought to my table. 
First gravlax (marinated salmon) and three different herrings were served. The gravlax melted in my mouth and the the three different herrings were delicious. Naturally I drank a danish beer and started lightly downing an aquavit with Islandic design. 
After tossing a few cubes of cheese from the north of Sweden into my mouth, I realized this was just the beginning. 
More food consisting of homemade prince sausages, Swedish meatballs and barbecued ribs landed on the table. 
More beer and aquavit arrived as well. 
I stuffed myself and loved every second. 
Before I reached the finish line I enjoyed a “kladdkaka” and a miniature princess cake for dessert. 
To visit the newly renovated two star Aquavit restaurant is a must. 
The restaurant is the same, but much better.","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39386,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,"Coming from Scandinavia, Xmas dinners are very different and it was great to get many of 30-50 different dishes we normal get during our many xmas lunches during the month of December. I must say that I completely over ate and couldn't really try the deserts, but they are usually also not an important part of the xmas lunch. 
As the chef is Swedish, it missed some of the Danish curses, but overall I enjoyed it and the quality was excellent. The reason for 4 stars is that my wife was less impressed and really needed a few salad options (although they are not really part of the original xmas lunch). 

The glogg was very tasteful.","Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880426-39392,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d425570-Reviews-Aquavit-New_York_City_New_York.html,4.5,European,45,45,40,40,$$$$,,I was excited dining at Aquavit with such high expectations.  That was bad on my part as I ended up being disappointed.  It all started with an amazing array of size bite goodies that were all so good.  Then came down to the bigger dishes...More,"Certificate of Excellence2016 - 2017, 2019 Winner",281,91,52,19,15,547 reviews,Aquavit
1587880456-39393,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,Asian food for sharing,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39412,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"Uncle Boon's does not accept reservations. They also lie about wait times. I got there before the rest of my party at around 6, and there was no wait but they can't seat you until your whole party is there. Then, my friend got there at 6:30 to put her name down, and they quoted her a half hour wait. Not knowing that we already put our names down, our other friend got there at 6:40 and they quoted her an hour and a half wait. They're supposed to text when the table it ready, so we go to a bar nearby. It's 7:15 and we still haven't received a text, so we decide to go to the restaurant to check it out. They tell us that it's still going to be another half hour. We didn't end up getting seated until 8. So my suggestion would be to go right before 6, and that's the quickest way to get a table. 
Seating situation aside, the food is pretty great. It's authentic Thai food, so you won't find Pad Thais or Pad See Ews here. There were so many things we wanted to try but we narrowed it down to a few to share:
Plaa Hoi Shenn (raw chilled sea scallops with basil seeds, lemongrass, basil blossom, and passionfruit nam prik) - the actual scallops were good, but I wasn't a huge fan of the passionfruit nam prik
Hoi Tak (green curry snails with crispy garlic & herbs) - these were SO good. Our waitress suggested we order a side of naan to soak up the sauce and it was the best idea
Kao Pat Puu (crab fried rice with egg, cilantro, and lime) - this was my favorite dish of the night. I loved the huge chunks of crab, and the green chili sauce it was served with
Khao Soi (golden curry with egg noodles, chicken leg, pickled mustard greens, and fresh turmeric) - a pretty solid Khao Soi. I really liked the broth. It was a bit too much pickled mustard greens though
Massaman Neuh (boneless beef ribs with massaman curry, potato, red onion, peanut, and green peppercorn) - not my favorite. Not sure if it was because of the texture of the beef or the peanuts (or maybe both) but I probably would not order this one again
For drinks, I tried the Bolan cocktail (jasmine bourbon, lemongrass, angostura bitters). I didn't really taste the jasmine or the lemongrass. The bitters was over-powering, so it just tasted like an Old Fashioned.
I don't know if I'd want to wait another 1.5 hours but I definitely want to try some of their other dishes. Next time, I'll just make sure to come right before the dinner rush.",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39411,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"Uncle Boons is a unique food experience. The plates are family style ~ so to be shared by all in your group. The food is fresh and the menu is tight. This place is packed so be ready to wait a LONG time for a table ( we waited 2 hours for a 4 top on a Thursday night ) and the seating is almost European with tables so close together you can not get out without asking your neighbor for some space. Overall it was worth the wait and the ingredients and service were top level. Dress code is casual, not good for kids, no handicap access and no large groups. Thanks Uncle B ~ tasty food night!",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39404,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,Really cool atmosphere with great food. This was our best restaurant experience in NYC. The food was very good authentic Thai cuisine. I would definitely recommend.,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39405,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"I have been to this restaurant twice and both times I leave with the desire of coming back as soon as possible. This is by far the best Thai restaurant I have been to outside of Thailand. The freshness and flavors that explode in your mouth are an unforgettable culinary experience. All the dishes I have tried are delicious. Go there with the mentality to be adventurous, I for example don’t eat lamb and I tried their lamb salad and it was amazing! Their escargot appetizer makes your taste buds go to heaven! Their mango salad which is their version of the traditional green papaya salad is so full of flavor is just spectacular. Everything I have tried is just excellent. A must go to and certainly one that will keep me coming back for years to come.",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39395,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,Best Thai restaurant I have been to,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39400,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,Don’t believe the hype,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39397,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,We loved it - order right,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39396,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,Best thai food ever,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39403,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"Delicious Asian plates to enjoy with  a couple of friends or a large group. I went there with 6 friends. As most dishes are for sharing, it was perfect for our group.",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39402,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,Food is really good but be prepared to wait,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39410,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"A few New York friends recommended this place so I was expecting amazing things however it was massively disappointing. The one thing that rated high for me was the atmosphere. There is no doubt this place is bustling with people willing to wait over an hour for a table, however after having grown up in Australia and New Zealand, fresh produce is something of a rarity in New York.
The baby octopus was overcooked and powdery, and the charred bits consumed any other flavour. The rice that accompanied the duck was so drenched in duck liver it made the main duck too rich to eat. The ribs were fried and covered in salt when they really should have been slow cooked to let the really flavour melt in your mouth. Overall, things like charcoal, sugar, fat took over where the flavours of the core ingredients should have shone through. Freshness is key in Asian food and the dishes felt like anything but fresh...it was all overdone.
You can get Asian food in Australia and New Zealand that’s a quarter of the price and much better quality.",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39406,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"I've eaten twice at Uncle Boon's (UB) and twice at Uncle Boon's Sister (UBS) over a three-year period of time. Every single dish I've had at each restaurant was spectacular, unquestionably the best Thai food I've ever eaten. Sometimes different dishes at Thai restaurants have a somewhat similar taste. Not so at UB and UBS. Every dish has a totally unique and completely delicious flavor. On my most recent trip to UBS, a few days ago, I had roti with pumpkin curry, curried lamb pastry and Thai basil stir fry. Each dish was a knockout. UB and UBS both have a hipster vibe BUT, unlike some other restaurants with that vibe, the service is friendly and warm. Go! Your taste buds will love you.",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39407,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"I'm sorry to see that not everyone has a great experience here. 
Ours was amazing and we'll worth the price. 
We started with the snails, lamb salad and chicken salad. All very good with the lamb a d chicken standouts for me. 
Large plates were the chicken and egg noodles curry, beef short rib curry and the whole fish. The fish and chicken. We're to die for. 
Overall, the service was absolutely excellent and the atmosphere a bit loud but the food made the experience for us.",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39398,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,It’s a Fire Trap. You’ve been warned!,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39401,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,Uncle Boons is a unique food,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39394,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,Great reataurant,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39399,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,Doesn’t taste like Thai food,,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39409,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"This is a very happening place with very nice ambience and service. The plating was amazing and made the food look delicious. However, as a Thai person, the food here doesn’t taste like Thai food at all. So don’t expect to have a Thai taste dish here cuz you will disappoint. I don’t say it’s not delicious, the food tastes not bad at all, but just not Thai.",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39413,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,I have been to this restaurant twice and both times I leave with the desire of coming back as soon as possible.  This is by far the best Thai restaurant I have been to outside of Thailand.  The freshness and flavors that explode in your...More,Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880456-39408,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d6418795-Reviews-Uncle_Boon_s-New_York_City_New_York.html,4.5,Asian,45,45,40,45,$$ - $$$,,"Quite disappointed. First of all, it’s a fire trap. The guests couldn’t get out if there was a tragedy. There would be a committee established to determine the cause. No need, I know what the cause would be. Really surprised the city does nothing.

As for the food the baby octopus and the marrow presentation were quite good, the rest rather mediocre. They also have a terrible policy of bringing food out when it’s ready. Haphazard to say the least, and quite annoying to get the crab fried rice after all plates have been served. And it’s expensive with no justification.

I definitely wouldn’t go again or recommend it.",Certificate of Excellence2016 - 2019 Winner,137,64,19,9,11,278 reviews,Uncle Boons
1587880495-39425,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"Recommended! Tasty food, good staff, we enjoyed our evening there! Specil thanks to waiters, so professional!",Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39424,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"The location is a bit out of the way in a nondescript part of the city however once you walk through their doors you find yourself in golden lit dining rooms with the comfortable buzz of conversations from the happy diners. The tone is casual elegant so no sneaks expected but no jackets required, a nice comfortable balance. 
There is a nice selection of offerings to cover all food preferences and they are also accommodating to special dietary requests. My friend and I came in planning to do a sampling from the menu and our waiter, Travis, brought to our attention that a dinner option was a four course prix fixe that would provide us with all our planned choices and dessert as well, a great option if you are going for the full menu options. We started with oysters and leeks with hazelnuts. The oysters were clean and fresh tasting with a nice hint of the sea, the leeks lightly cooked in a very mild sauce with hazelnuts was a pleasant bite. We then moved on to the foie gras in a light but delicious jus, and the toasted bread that came with the dish was well appreciated to sop up every drop of the sauce. The foie gras was melt in your mouth wonderful. We also had the faux snails which were actually a layering of a mussel, turnip, and topped with sea urchin served in a snail dish. Again a little bread will serve you well to mop up the remaining sauce in the snail cuppings . For the main courses we tried the halibut over dakon , the fish was tender and the white sauce enhanced but didnt over power the taste, the mildly tart dakon was a nice counterpoint to the sweet fish. The prime filet was tender and it's accompanying side of oxtail under thinly sliced potatoes was a richly tasting meat lovers treat. I'd like to mention that portions are fairly generous and one could easily order less than we did and still have a very satisfying experience. Desserts were elegantly made and almost too beautiful to eat...almost but we enjoyed our Tarte Tatin, Chocolat Coucou, and a version of a classic Baked Alaskan. 
Wine and beer options are good and cover all price points and staff is knowledgeable to offer recommendations to fit your tastes and budget.
While this is not an inexpensive restaurant, it is a good value restaurant when you consider the quality of the food, the excellent service, comfortable surroundings and that you will be enjoying your meal for a couple of hours at a nice leisurely pace. An enjoyable experience from beginning to end. A special thanks to our waiter Travis who was informative and helpful throughout our meal and truly made us feel welcome, it was a pleasure to have met you.",Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39426,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"We celebrated our 12th anniversary at Le Coucou. I think they deserve much better recognition and accolades. Plain and simple. Their service, food and wine pairing are all head and shoulder above rest of their contemporaries!!",Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39414,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,A French Gem,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39429,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,This is a very French place in terms of the menu and the wine list. We had excellent food save for one fish dish which was fairly plain and monotone (in taste and in fact in appearance too). A good buzzy feel of lots of people enjoying their meals but perfectly possible to talk and hear each other without any strain.,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39423,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,WOW,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39418,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,"French food heaven, beautiful setting",,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
