web-scraper-order,web-scraper-start-url,Link,Link-href,Restaurant,Cuisine and Price,Review text,Michelin stars
"1587810027-202","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower","The Clocktower","50
                                    
                                    -
                                    75
                                    
                                    USD
                                    
                                     • Contemporary","Nothing shouts “Brit” like a billiards room and there’s one to be enjoyed at this swanky dining den of the Edition hotel—a collaboration between restaurateur Stephen Starr and British chef Jason Atherton. The restaurant shares the same decorative style as sibling Berners Tavern, which is housed inside the London Edition, with high ceilings, handsome wood-paneling and every inch of wall space covered with framed pictures of the good and great. But whereas the London elder is one huge room, this handsome retreat comes divided into three manageable sections, all attended to by a cadre of affable and attentive service staff. There’s a subtle and contemporary British accent to the menu too. Their version of fish and chips takes the national dish to a whole new level, with sweet English peas and triple-cooked chips, while a chutney made from plum and shallots is served with tender roasted Long Island duck and woodsy chanterelles. However, there are other European influences at play, so you may start with a decadent crab and uni risotto, or perfectly done quail and pigeon pie. Make sure to end this feast by sharing a plump, bronzed apple tarte Tatin for two coupled with vanilla ice cream.","m"
"1587810088-230","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea","Marea","63
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Seafood","Gorgeous and sophisticated, Marea couldn’t really be found anywhere other than Central Park South. This ritzy, light-flooded dining room, dressed to the nines with high-gloss Indonesian rosewood, is always filled with movers and shakers. It's hard to beat this scene, but the food has its own appeal. Fish and shellfish are the focus of this ambitious, Italian-leaning carte—quality of ingredients and condition play equal parts in their preparation. Nothing commences a meal here like the crudo (and this kitchen offers around 12 to choose from), but other generously sized antipasti, like grilled octopus with smoked potatoes or Nova Scotia lobster paired with burrata offer comfort and flavor. House-made pastas remain a highlight, as seen in the gnocchetti tossed with tomatoes, shrimp, chilies, and rosemary oil. But if you're craving something different, get the spigola striata—or striped sea bass—served with smoky grilled leeks and tender butter beans. As an homage to this kitchen's creative spirit, desserts like the mascarpone panna cotta are augmented by a cashew tuile, huckleberry mostarda and a scoop of prickly pear sorbet.","m"
"1587810031-204","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home","Bouley at Home","50
                                    
                                    -
                                    75
                                    
                                    USD
                                    
                                     • Contemporary","Fans of the acclaimed chef will instantly recognize the unmistakable trademark marking the entrance to Bouley at Home—a progressive and ingenious concept from the chef extraordinaire himself—David Bouley. His multi-dimensional and highly refined ""home"" is no small feat, showcasing a foyer scented with apple-lined walls and dining room with display kitchen, where dinner is served. As they say, go big or go home. The polished main room may be brightly lit, and at times, noisy, but a seat at one of the three counters will put you eye-to-eye with the team in action. The chefs are the servers here, and there’s ample communication about the cuisine. If you’re intrigued by a dish, you can even learn how to make it in the on-site kitchen. As for the cuisine itself, Chef Bouley has always managed to integrate his philosophy of nutrition and healing into his food, and here he does it again with great ease. Dinner might begin with a soothing porcini mushroom flan topped with Alaskan Dungeness crab. Then move on to eggplant terrine tucked with a purée of red bell peppers, before closing out over Long Island duck breast set over polenta and paired with pruneaux d'Agen-studded wild rice.","m"
"1587810049-212","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto","Del Posto","59
                                    
                                    -
                                    194
                                    
                                    USD
                                    
                                     • Italian","Dishes from Executive Chef Melissa Rodriguez at the uniquely opulent and fashionable Del Posto are gorgeously crafted, but in truth, it is her playful interpretation of Italian cuisine that makes this kitchen creative. Of course, with neighbors like the Whitney Museum and Chelsea Market, not only is its location desirable, but there is a distinct sense of luxury here as evidenced by their plush tables, polished marble and silk-draped windows. Balconies sit above the striking bar with live piano music pouring through the room. Despite the formality, there is a convivial buzz among patrons as the impressive staff attends to them. Warm and crusty bread with cultured butter (read: crème fraîche-whipped cream) is a melt-in-your-mouth delight, tailed by such indulgent plates as vitello tonnato—chilled, tender veal with silky tuna sauce and a delicate garnish of basil. Then consider the flavor-forward orecchiette tossed with winter chicories, duck sausage, and tart balsamic vinegar. Coffee matched with chestnut panna cotta is all warmth, nuttiness and a denouement that will leave diners speechless. A worthy exception to the all-Italian wine list is a superb offering of some 300 champagnes.","m"
"1587809979-180","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera","Sushi Ginza Onodera","100
                                    
                                    -
                                    445
                                    
                                    USD
                                    
                                     • Japanese","Even in Tokyo’s smart Ginza district, sushiyas tend to be low-key, discreet little places but there’s no such modesty here in midtown. In fact, the city’s branch of this international chain has gone full-on Fifth Avenue, where even the ceiling is of cathedral-like proportions. The 16-seater cypress counter is the focus of the room. Here, particularly at lunch, you’ll find several solitary Japanophiles satisfying their cravings by ordering ten or more pieces of nigiri before scurrying back to their offices. Some of the chefs are more enthusiastic than others when it comes to engaging with the diners seated opposite them, but all work with the same practiced, fluid movements. At dinner, the omakase is a more significant affair—reflected in the prices—where the chefs demonstrate their mastery over a number of different seasonal fish. The koshihikari rice is yuki-tsubaki from the Niigata Prefecture and is seasoned with red vinegar, which makes it quite dark in color. Each piece is simply brushed with nikiri and occasionally some grated yuzu, but on the whole this is about enjoying natural flavors. The impressive selection of nihonshu, presented on an iPad, includes many small producers.","m"
"1587809996-188","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa","Hirohisa","50
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Japanese","There’s nothing like a discreet entrance to raise expectations—and Hirohisa is nicely concealed on Thompson Street. When you do find it, you enter into a stylish, beautifully understated and meticulously laid out room that looks like a page from Wallpaper magazine. It’s run with considerable charm by an unobtrusive and very courteous Japanese team. The two-page menu is easy to decipher with clear headings. However, you might just be better off giving in and letting the chefs decide by going for the balanced and seasonal dishes from the seven- or nine-course omakase. Two things will quickly become clear: the ingredients are exceptional and the technical skills of the team considerable. This is food that is as rewarding to eat as it is restorative. Standouts include the lingering, complex flavors of Kumamoto oysters wrapped in Wagyu beef carpaccio and topped with Maine sea urchin, perfectly grilled Japanese kinki or anything with their homemade tofu. There are tables available, but it’s so much more satisfying to sit at the counter and engage with the smiling chefs—this way, you may even find that there are a few more dishes in their repertoire than they advertise.","m"
"1587809988-184","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki","Satsuki","75
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Japanese","The unique nature of this marvel begins with its layout. Descend to the lower level and first encounter the opulent Three Pillars bar. Then comes the elegant Suzuki dining room, and finally, reach your goal at Satsuki. This omakase-only counter seats no more than ten guests in an utterly tranquil shrine dedicated to upscale Japanese cuisine. Feasts begin with the presentation of a wooden box, displaying the seafood that will soon become your meal. Each component of this sushi is prepared with paramount care, right down to the blend of vinegars that season the rice. The selection of fish may sound familiar—shrimp, cuts of tuna, uni—but demonstrates the careful craftsmanship of Chef Toshio Suzuki, who spent an age honing his skills at Sushi Zen. A trio of sashimi is served with three distinct sauces for dipping. This is followed by a simmered dish, like braised monkfish liver with sesame salt. When the parade of sushi arrives, each morsel strives to outdo the last. Meals culminate as the chefs coax layers of flavor from petals of Hokkaido uni with a hint of wasabi, wonderfully mild needlefish and fatty tuna from Spain. Handrolls in crisp nori make for a superb conclusion.","m"
"1587810097-234","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz","Sushi Noz","75
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Japanese","Set on a tree-lined street in the Upper East Side, Sushi Noz may blend in with its surrounds, but glide past the sliding door and suddenly you’re no longer in New York. Every detail has been painstakingly selected (and imported) to recreate an intimate Japanese refuge and the result is breathtaking. The Ash Room seats seven at the counter and offers a pure expression of seasonal nigiri, while the 200-year-old Hinoki Counter is where Chef Nozomu Abe presides and prepares a tasting menu of small plates in addition to the seasonal omakase. There is a clear element of luxury coursing through the veins of this hideaway. The chef's omakase is considerably impressive, exuding personality and confidence by virtue of product that is expertly aged and handled. Diners are in for a treat as this master seasons rice, deftly slices fish and sears fatty tuna collar under the blazing-hot binchotan. The sushi is masterfully crafted from catch procured directly from Tokyo's Toyosu market and points beyond (imagine the likes of Norwegian crab and Spanish bluefin tuna). Highlights include Kyushu uni, toro take, char-grilled otoro, and the divine egg yolk and anchovy hand roll.","m"
"1587810018-198","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono","Casa Mono","50
                                    
                                    -
                                    75
                                    
                                    USD
                                    
                                     • Spanish","There’s something reassuring about a kitchen that gets in whole beasts and does its own butchery— you just know it understands the essence of what good cooking is all about and that their creations will be borne out of a love of food, not balance sheets. The kitchen is nominally influenced by the Costa Brava, but rest assured that its reach is far greater than that and the tapas are far more sophisticated than they pretend to be. Creamy scrambled eggs with uni is a must; caramelized scallops come with a well-balanced green curry; confit goat will make you question why you don’t see more of it on other menus; and the spiced lamb sausages really pack a flavor punch. This is food to cure what ails you.","m"
"1587810003-191","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar","ZZ’s Clam Bar","75
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Seafood","If you forget about your bank statement, don’t arrive faint with hunger and leave your cynicism at the door—you’ll love ZZ’s Clam Bar. With just four marble tables and a small counter, this is as intimate as it gets. But you first have to navigate the bouncer at the door who’ll only allow admittance with a reservation. This at least ensures that, when you’re inside this bijou spot, the door doesn’t swing open every minute. Once in, you’re handed a cocktail list—these are, without doubt, some of the best in town and fully justify the lofty prices. The short seafood menu comes with a couple of choices under headings like “crudo,” “seared” and “ceviche. ” Before you do anything else, order the trout roe on toast—it’s a beautiful thing and will linger long in the memory. This is not the place for everyone. Some won’t see past some of the more pretentious elements and affectations and the prices can be eye-watering—the Chianina beef carpaccio comes in at over $100. However, judicious ordering before you plunge into the cocktails, like having clams instead of caviar, can at least keep your final bill from escalating too wildly. It also helps that the place is run with considerable charm, patience and care.","m"
"1587810051-213","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/crown-shy","Crown Shy","50
                                    
                                    -
                                    75
                                    
                                    USD
                                    
                                     • Contemporary","This stunning debut, courtesy of Eleven Madison Park alum, Chef James Kent, is located in the landmark art deco tower, 70 Pine Street. The gorgeous lobby leads to a clean, sleek and modern dining room, replete with soaring ceilings, polished marble floors and expansive windows. It’s a feast for the eyes, no doubt, but the real star at this buzzy location is the exquisite meal to follow. To call the tender, otherworldly Gruyère fritters a “fritter” at all seems a disservice to the lightly fried choux pastry that arrives, piped with nutty cheese and dusted with lime and chili. An impossibly silky starter of white bean hummus is equally sensational, when paired with warm, fresh puffy pooris and topped with toasted pignoli nuts, roasted herbs and spicy ’nduja. Chef Kent’s menu is thoughtful and meticulously detailed, with an appealing selection of crudo, like charred carrot ""sticks"" set over sliced razor clams and surrounded by a lemon-thyme foam. Pastas and other mains also delight—the latter might entail flaky branzino arranged with green tomatoes and radish; grilled pork chop with Asian pear and mustard; or roasted short rib for two, with braised ends, quinoa and chimichurri.","m"
"1587809981-181","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther","Gabriel Kreuther","68
                                    
                                    -
                                    235
                                    
                                    USD
                                    
                                     • Contemporary","Distinctively housed at the base of the Grace building, this dining room is modern, beautiful and elegant, with neutral grays and plush leather banquettes; it is also spacious and perfect for celebrating special occasions. Crockery and cutlery are notable—the salt cellar even resembles a gilt apple. Service oscillates between professional and relaxed, but it is always efficient—even your bag will have its own rack. Dishes reflect global sensibilities with a strong creative edge. Nowhere is that more clear than in the precisely cut langoustine tartare, topped with a crispy tuile and wonderfully enriched with cauliflower cream. Foie gras arrives in myriad guises, perhaps as a seared lobe as rich as custard, surrounded by roasted quince, chestnuts and vanilla gastrique. Old-school luxuries extend right through to the cheese trolley. A cocktail list dedicated to the history of Bryant Park, which is located across the street, lends a sense of identity to this already impressive room. As an homage to the eponymous chef’s Alsatian heritage, the wine selection prominently features rieslings, pinot blancs and gewürztraminers. Stop by the lounge for inventive sips and simpler bites.","n"
"1587810020-199","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse","Wallsé","75
                                    
                                    -
                                    150
                                    
                                    USD
                                    
                                     • Austrian","With their roll call of “fashionable” ingredients garnered from all corners of the globe, restaurant menus can sometimes look as though they’ve been put together by a promiscuous explorer rather than an inquisitive chef. But, not all of us always want loquat with our lunch or dashi with our dinner—sometimes we need something that evokes a sense of place and history and Wallsé provides just that. Those, however, who think Austrian food is all Wiener schnitzel and apple strudel should think again, because this cuisine is itself made up of a host of influences, stretching from Italy all the way to the Balkans. Chef Kurt Gutenbrunner and his kitchen also demonstrate how cuisines can evolve to respect contemporary tastes without compromising their integrity. So while there are plenty of classics on offer at all times, including quark spaetzle with succulent, tender rabbit, there are also lighter dishes like cod with squash and chanterelles. This two-roomed restaurant exudes a sense of romance, so if you’re here on a date go full-on Viennese when it comes to dessert by sharing a Sachertorte. The vivid modern canvases are also a welcome change from the anodyne art found in so many places.","m"
"1587810064-219","https://guide.michelin.com/us/en/new-york-state/new-york/restaurants/3-stars-michelin/2-stars-michelin/1-star-michelin","","https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik","Jungsik","149
                                    
                                    -
                                    235
                                    
                                    USD
                                    
                                     • Korean","The cuisine describes itself as “New Korean,” which means it does lean westwards quite considerably; indeed, some of the wonderful sauces turned out of this versatile kitchen wouldn’t be out of place at a grand French table. But what is most impressive here is that the Korean elements of the dishes seem to raise them to another level. Bibimbap composed with gochujang, crispy quinoa and tender Wagyu beef tartare will live long in the memory; while the branzino served simply with white kimchi shows that this is also a kitchen with the utmost confidence in the quality of its ingredients. This is cooking that is original, impeccably executed and enormously satisfying. It’s the sort of food that makes you involuntarily nod to yourself while you’re eating. The space is cool, crisp and elegant; the service team sharp, keen and organized. The impressive acreage could make the dining room unwieldy, but it’s divided up into smaller sections so you never feel like you’re rattling around. It also helps that it’s decorated in a sensual and sophisticated way—Jungsik is an immeasurably good looking restaurant, run with the professionalism that its cooking demands.","n"
